month,trip_count,temperature,temperature_change_since_prev_day
10,18340,14,0
10,20440,15,-1
10,18153,15,-1
10,11501,17,4
10,15853,17,4
10,15658,17,4
10,18808,21,6
10,20759,21,6
10,19192,20,5
10,11444,18,2
10,15840,18,1
10,15919,18,1
10,19360,21,0
10,22062,22,1
10,20565,22,2
10,11741,15,-3
10,15647,14,-3
10,15753,14,-3
10,18826,18,-3
10,22196,18,-4
10,22030,18,-4
10,10062,9,-6
10,13324,8,-6
10,13192,8,-7
10,20275,13,-5
10,23518,13,-6
10,25641,13,-4
10,10150,12,4
10,13135,12,4
10,12176,11,4
10,14633,18,2
10,15050,18,1
10,14502,18,1
11,10100,15,3
11,13953,15,3
11,14759,15,4
11,17627,19,1
11,19948,19,2
11,17389,19,2
11,11402,15,0
11,15690,14,-1
11,15117,13,-2
11,18717,20,1
11,21574,21,1
11,19763,20,1
11,11548,13,-2
11,15675,12,-3
11,15106,12,-2
11,19591,19,-1
11,23004,19,-2
11,21901,18,-2
11,9918,12,-1
11,13319,12,0
11,13139,12,0
11,18764,21,2
11,22389,21,2
11,23889,21,2
11,10302,21,1
11,13048,21,1
11,12500,21,1
11,16418,24,1
11,18554,24,1
11,15754,24,1
11,11165,11,-10
11,14474,9,-11
11,13557,9,-11
11,18403,13,-11
11,21099,14,-10
11,18682,14,-10
11,11902,6,-4
11,15936,6,-4
11,14904,5,-4
11,19675,11,-3
11,22383,11,-3
11,20049,12,-2
11,11934,9,3
11,15734,9,4
11,14958,9,4
11,18944,18,7
11,22497,18,7
11,21883,19,7
11,9522,4,-10
11,13092,4,-8
11,12762,4,-7
11,16229,6,-4
11,18636,7,-4
11,15715,7,-3
11,10860,2,-2
11,14712,2,-2
11,14410,2,-2
11,17680,7,1
11,21237,7,0
11,23770,7,0
11,11076,7,5
11,14849,8,6
11,14926,6,3
11,17513,10,3
11,20687,9,3
11,20147,9,3
11,10952,3,-4
11,14870,3,-5
11,14425,3,-2
11,17620,7,-3
11,21639,7,-2
11,21666,7,-2
11,9483,2,-1
11,12662,2,-1
11,12599,2,-2
11,17946,6,-2
11,21812,6,-1
11,23845,6,-1
11,10564,-2,-4
11,13769,-2,-4
11,13630,-3,-4
11,17193,3,2
11,19267,4,2
11,17101,5,3
11,10340,4,6
11,13631,4,6
11,13680,3,6
11,16119,9,6
11,17620,10,6
11,16564,11,6
11,7471,6,2
11,9984,6,2
11,10954,7,4
11,15357,12,3
11,15769,12,2
11,14762,13,2
11,10129,12,2
11,13127,12,2
11,11940,12,2
11,16259,10,0
11,17016,10,1
11,14493,11,1
11,11380,4,-8
11,15660,3,-8
11,14441,3,-9
11,18938,6,-4
11,21055,6,-4
11,17858,6,-4
11,11757,5,1
11,16414,5,2
11,15939,6,3
11,19347,13,8
11,20823,14,8
11,18173,14,8
12,11701,3,-2
12,16264,3,-2
12,15887,3,-3
12,19911,5,-8
12,23801,6,-8
12,22166,6,-8
12,10346,1,-2
12,13960,1,-2
12,13844,1,-2
12,21733,6,1
12,25274,6,0
12,26117,7,1
12,10871,3,-3
12,15372,4,-1
12,15310,3,-2
12,18618,9,2
12,20568,8,1
12,17176,8,1
12,12175,6,3
12,16922,6,2
12,16276,7,4
12,21831,14,5
12,24408,13,5
12,24438,13,5
12,11864,14,8
12,16550,14,8
12,17608,14,8
12,20714,14,0
12,23996,14,2
12,22102,14,1
12,12333,12,-2
12,17169,11,-3
12,17151,11,-4
12,20162,12,-3
12,24568,12,-3
12,23959,11,-3
12,10122,3,-8
12,13769,3,-7
12,14419,3,-8
12,21309,6,-6
12,24857,7,-4
12,26500,7,-4
12,10347,1,-2
12,14338,0,-3
12,13939,0,-3
12,18739,3,-1
12,21691,3,-2
12,19422,2,-2
12,12254,-3,-3
12,17089,-3,-3
12,16853,-3,-3
12,19133,2,-1
12,22568,3,0
12,21617,4,2
12,12222,-1,2
12,16953,0,3
12,16955,0,3
12,20359,3,1
12,24531,3,0
12,23509,3,-1
12,11555,1,1
12,16407,1,1
12,16508,1,1
12,21823,4,1
12,25249,4,1
12,25960,4,1
12,10446,6,6
12,15146,6,5
12,17616,6,5
12,22974,7,3
12,26720,6,1
12,28599,6,2
12,8290,-1,-2
12,11825,0,-2
12,13599,0,-1
12,16120,3,-1
12,17927,3,-2
12,16708,2,-2
12,8474,0,1
12,12545,0,0
12,13131,0,0
12,17171,3,-0
12,19853,3,0
12,17806,4,2
12,8098,-2,-2
12,11554,-2,-2
12,12647,-2,-2
12,15794,3,0
12,18012,3,0
12,17150,4,0
12,6757,2,4
12,9437,2,3
12,10651,2,4
12,15430,5,2
12,16922,5,2
12,16127,6,2
12,5369,14,12
12,7618,14,12
12,8868,13,12
12,17409,6,1
12,18374,3,-2
12,17424,-1,-7
1,9265,11,1
1,11944,10,0
1,10587,9,-1
1,13360,10,-3
1,14022,11,-2
1,11181,12,-1
1,9091,14,4
1,12369,14,4
1,11218,14,5
1,16816,19,9
1,19479,18,7
1,15650,18,6
1,9705,9,-6
1,13163,9,-6
1,12080,9,-5
1,16548,9,-10
1,18804,10,-8
1,15735,9,-9
1,9225,7,-2
1,12076,6,-3
1,11128,6,-3
1,17409,8,-1
1,19859,9,-1
1,20599,8,-1
1,9477,3,0
1,13251,3,1
1,11367,3,1
1,14534,6,2
1,15392,7,2
1,13224,7,2
1,10860,4,1
1,14865,3,0
1,13427,4,1
1,16989,4,-2
1,19174,5,-2
1,16211,5,-2
1,10984,3,-1
1,15892,3,-0
1,14270,3,-1
1,18321,4,-1
1,20546,4,-1
1,17952,4,-1
1,11644,4,1
1,17136,4,1
1,15685,4,2
1,18987,7,3
1,25802,8,4
1,21102,8,4
1,9355,13,9
1,12520,13,9
1,11545,12,7
1,18595,12,5
1,21344,10,2
1,22201,8,0
1,11228,2,3
1,16620,2,3
1,15553,2,3
1,17153,8,3
1,19120,8,1
1,15988,8,0
1,11169,7,4
1,16083,7,5
1,14703,7,4
1,18364,11,3
1,20361,11,3
1,18140,11,3
1,11628,6,-1
1,17431,6,-1
1,17762,6,-1
1,21564,5,-6
1,25166,5,-6
1,23653,5,-6
1,9813,5,-1
1,13070,4,-2
1,12016,5,-1
1,19155,8,3
1,22313,8,3
1,23404,8,3
1,10796,3,0
1,15154,3,0
1,13567,3,1
1,16152,3,-2
1,17716,2,-3
1,14681,3,-2
1,11631,2,-1
1,16253,3,-0
1,14973,3,-0
1,18681,7,4
1,21211,7,5
1,18114,7,4
1,11900,3,1
1,16785,2,-1
1,15292,2,-1
1,21123,4,-3
1,26296,2,-5
1,27912,2,-5
1,11419,12,9
1,16174,11,8
1,15195,10,8
1,20242,7,2
1,23661,7,4
1,21770,7,4
1,9881,3,-8
1,13090,3,-8
1,12532,2,-8
1,19983,5,-2
1,23252,5,-2
1,24445,5,-2
1,10244,7,-1
1,13920,7,-0
1,11952,7,0
1,14347,12,1
1,15819,11,-1
1,13539,12,0
1,12742,6,-2
1,17706,4,-3
1,15387,3,-3
1,17852,3,-8
1,20887,4,-7
1,17478,3,-9
2,11984,-1,-7
2,16792,-2,-6
2,15739,-3,-6
2,18590,2,-1
2,21614,3,-1
2,19442,3,0
2,11785,-1,0
2,16745,-1,1
2,15072,-1,2
2,19565,3,1
2,23717,3,0
2,21034,4,1
2,10753,1,2
2,15007,1,2
2,13728,0,1
2,24673,-5,-8
2,10499,7,8
2,14739,7,8
2,13121,6,7
2,15799,11,4
2,17438,9,0
2,14536,9,0
2,11965,0,-7
2,16975,-1,-7
2,15283,-1,-6
2,18690,4,-7
2,21382,4,-6
2,17852,4,-5
2,11770,4,4
2,16537,4,5
2,15058,4,5
2,18582,10,6
2,21218,10,6
2,19626,11,7
2,11903,7,2
2,16512,7,2
2,14560,6,2
2,19182,10,0
2,22339,11,1
2,20866,11,0
2,10066,14,8
2,12969,15,8
2,12616,16,10
2,19568,14,4
2,23380,14,3
2,23952,14,3
2,10121,6,2
2,14185,6,1
2,12738,6,1
2,15797,12,4
2,18119,13,4
2,15548,13,5
2,11606,7,1
2,15643,7,1
2,14436,7,1
2,19646,10,-2
2,23301,11,-2
2,23250,12,-1
2,11427,10,3
2,16215,9,2
2,15348,9,2
2,18009,15,5
2,20262,17,6
2,17842,19,7
2,11249,16,6
2,15155,16,7
2,14124,15,6
2,18509,20,5
2,21318,21,3
2,18582,18,-1
2,9608,14,-2
2,13175,14,-2
2,14578,14,-1
2,19895,16,-4
2,21921,11,-10
2,23217,4,-14
2,10223,6,-3
2,15091,4,-4
2,14063,3,-5
2,18772,6,-7
2,19705,6,-9
2,16187,8,-8
2,10924,5,-1
2,15768,4,0
2,14620,4,1
2,19564,6,0
2,21557,6,-0
2,19581,4,-4
2,11007,3,-2
2,16234,3,-1
2,15199,3,-1
2,19464,4,-2
2,22603,4,-1
2,21052,4,1
2,9020,6,2
2,12199,6,3
2,12743,6,3
2,19979,5,1
2,24236,6,1
2,26342,5,1
2,10362,3,3
2,14287,2,2
2,12294,2,3
2,16164,6,3
2,18469,6,0
2,16335,7,-2
2,12363,1,-2
2,17979,1,-2
2,16416,1,-2
2,18433,2,-4
2,21010,1,-5
2,17330,2,-4
3,11930,2,2
3,16950,2,1
3,15671,2,2
3,18648,7,4
3,21960,6,4
3,19389,6,3
3,12135,4,2
3,16967,4,3
3,15999,4,2
3,18879,9,2
3,22560,11,6
3,20407,12,7
3,9966,3,-1
3,13145,3,-1
3,12445,3,-2
3,20074,8,-1
3,23189,7,-4
3,25048,7,-5
3,10232,6,2
3,13681,4,1
3,12491,5,1
3,15873,10,-1
3,17932,9,-2
3,15105,10,-1
3,11901,1,-4
3,16026,1,-4
3,15710,1,-4
3,19590,7,-3
3,22705,7,-2
3,20381,8,-2
3,11938,0,-1
3,17003,-1,-1
3,16281,-1,-1
3,18887,7,-0
3,22163,8,1
3,20589,9,1
3,11744,1,1
3,16552,1,2
3,15710,1,2
3,19519,10,3
3,22993,11,2
3,22180,11,2
3,9980,2,1
3,13377,2,1
3,12997,2,1
3,20028,7,-3
3,23836,7,-3
3,27567,7,-3
3,10808,4,2
3,15449,4,2
3,15058,4,2
3,18539,7,-1
3,20121,6,-3
3,17826,6,-3
3,12681,2,-2
3,18086,3,-1
3,17348,3,-1
3,20012,2,-5
3,22517,2,-4
3,19153,1,-4
3,12161,2,-1
3,17395,2,-1
3,17277,2,-1
3,19052,6,4
3,22021,6,4
3,21202,7,6
3,11815,2,0
3,16936,2,0
3,16570,2,0
3,19021,11,6
3,21505,12,6
3,19721,13,7
3,9717,10,8
3,13795,9,7
3,13120,9,7
3,17890,15,4
3,21067,13,1
3,22959,13,-0
3,9181,1,-1
3,13086,0,-1
3,12711,0,1
3,14042,8,5
3,15654,9,7
3,13731,11,8
3,10295,6,5
3,14701,6,6
3,14319,5,5
3,15934,16,8
3,17846,16,7
3,15846,17,7
3,10546,9,4
3,15174,9,4
3,14691,9,4
3,16357,13,-2
3,18450,15,-1
3,17837,16,-1
3,10536,9,-0
3,14580,9,-0
3,14331,9,-0
3,17618,12,-1
3,19561,13,-2
3,17376,13,-3
3,8769,11,2
3,12298,10,1
3,12474,9,0
3,17002,9,-3
3,19364,10,-3
3,20582,11,-3
3,9133,10,2
3,12687,9,2
3,11605,9,2
3,20087,16,1
3,21179,14,-2
3,18976,13,-3
3,10366,7,-3
3,15065,7,-2
3,15054,7,-2
3,16575,11,-6
3,18080,10,-4
3,15800,10,-3
3,10522,6,-1
3,15111,6,-1
3,14360,5,-2
3,17427,11,0
3,19285,12,2
3,18139,12,2
3,11042,1,-4
3,16056,1,-5
3,15634,0,-5
3,17972,6,-6
3,20642,7,-5
3,19403,7,-4
3,8968,4,3
3,12333,4,3
3,12413,5,5
3,17034,9,3
3,19866,10,3
3,21364,10,3
4,10185,4,-3
4,14054,4,-3
4,12976,4,-2
4,15425,14,4
4,16056,14,4
4,14021,14,4
4,11168,11,6
4,15243,9,6
4,14058,9,5
4,17864,22,8
4,19622,21,7
4,16379,22,7
4,11569,11,0
4,15868,11,1
4,15231,10,1
4,18624,9,-13
4,19666,9,-11
4,17479,9,-13
4,9132,9,-2
4,12967,9,-2
4,13216,9,-1
4,17554,22,13
4,19161,24,15
4,16843,26,17
4,8602,6,0
4,12721,6,1
4,12451,6,1
4,13293,18,6
4,14387,19,8
4,12731,19,8
4,9849,12,6
4,14010,11,5
4,13743,11,5
4,16825,23,6
4,18511,23,4
4,15605,23,4
4,10254,19,7
4,14760,18,7
4,14614,19,8
4,18708,28,4
4,20202,28,6
4,17991,29,6
4,10278,21,2
4,14369,21,2
4,14172,20,1
4,8804,23,3
4,11987,22,2
4,12577,22,2
4,10382,13,-3
4,15280,12,-3
4,13919,12,-2
4,14689,14,-6
4,15839,18,-3
4,13047,19,-1
4,11119,11,-2
4,15715,10,-2
4,15245,10,-2
4,17460,11,-3
4,19736,13,-4
4,17302,13,-6
4,11711,8,-3
4,16855,8,-2
4,15960,8,-2
4,17965,15,4
4,20008,16,2
4,17587,17,3
4,11194,9,2
4,15722,8,1
4,15335,8,1
4,17958,17,2
4,20126,18,3
4,18804,18,1
4,8321,12,2
4,11827,11,3
4,12643,12,3
4,17625,21,4
4,20576,21,2
4,22019,21,3
4,10036,8,-4
4,13615,7,-6
4,12637,7,-6
4,16608,15,-3
4,17632,15,-5
4,13635,16,-4
4,11495,9,1
4,15963,8,1
4,14678,8,1
4,18346,13,-2
4,20333,13,-2
4,16908,15,-1
4,11881,9,0
4,16510,8,-1
4,15533,8,1
4,18796,14,1
4,22061,14,1
4,19025,14,-1
4,11762,11,2
4,16530,11,3
4,15902,11,3
4,18942,12,-2
4,22138,13,-1
4,20199,13,-1
4,9780,10,-1
4,13552,10,-1
4,13043,10,-1
4,19959,13,1
4,23469,13,-0
4,27875,12,-1
5,9803,10,-1
5,13399,10,-1
5,12670,9,-1
5,15405,15,3
5,17193,15,2
5,13850,16,3
5,13786,9,-1
5,17380,9,-1
5,16419,10,1
5,18456,10,-5
5,21842,11,-4
5,17031,12,-3
5,11562,9,0
5,16241,8,-1
5,15586,8,-2
5,19093,12,2
5,22328,13,2
5,19936,13,1
5,12574,9,0
5,17137,9,1
5,16978,9,1
5,19902,12,-0
5,23682,12,-1
5,20537,11,-3
5,9384,9,0
5,12674,9,0
5,12520,9,0
5,18839,17,5
5,23115,16,4
5,24484,16,6
5,9591,16,1
5,12999,15,1
5,12159,14,1
5,15409,24,-0
5,16988,24,-1
5,14044,24,1
5,11114,15,-1
5,15202,14,-1
5,14255,13,-1
5,18346,21,-3
5,21212,20,-4
5,17566,18,-7
5,11662,11,-4
5,16134,11,-3
5,15305,11,-3
5,17112,21,0
5,20165,22,2
5,18370,22,4
5,11509,16,4
5,15695,16,4
5,15264,14,3
5,18802,26,4
5,22592,26,4
5,20437,27,4
5,9728,19,3
5,13146,19,3
5,13025,19,5
5,18442,29,3
5,22497,29,2
5,9947,13,-4
5,13280,12,-4
5,13077,11,-4
5,17385,22,0
5,19805,23,-0
5,16197,23,-0
5,12158,16,3
5,16195,16,3
5,15544,15,4
5,19503,24,2
5,21862,26,3
5,19579,25,2
5,12216,19,3
5,16464,17,2
5,16855,16,1
5,19173,18,-6
5,23002,17,-8
5,21798,17,-8
5,11286,9,-10
5,15624,8,-9
5,16728,7,-9
5,19318,15,-3
5,22347,16,-2
5,21642,16,-2
5,9469,12,3
5,13057,12,4
5,13516,12,5
5,18910,20,5
5,23025,20,4
5,23783,20,4
5,9637,15,1
5,13094,14,0
5,12314,14,1
5,16358,23,3
5,17947,23,3
5,15035,22,1
5,11028,14,-1
5,15230,14,0
5,14415,14,0
5,18493,19,-4
5,20823,19,-4
5,17344,18,-3
5,11380,12,-2
5,15883,12,-2
5,14887,12,-2
5,18164,23,4
5,21927,24,6
5,26795,24,6
5,10864,11,-1
5,14841,11,-1
5,14151,11,-1
5,16876,19,-4
5,18897,19,-5
5,17090,19,-5
5,8389,13,2
5,10350,12,1
5,10521,12,1
5,15705,22,3
5,16640,22,2
5,16060,22,2
5,9688,14,-4
5,13510,13,-4
5,12675,13,-4
5,15390,21,-4
5,16761,22,-4
5,14261,21,-4
5,10818,11,-3
5,14898,11,-3
5,14384,11,-2
5,17960,25,4
5,20194,24,3
5,17852,23,2
6,10870,16,5
6,14603,17,6
6,14369,17,6
6,18381,20,-5
6,21044,20,-4
6,18664,21,-3
6,9427,20,4
6,12574,19,2
6,12462,19,2
6,25286,29,9
6,10134,13,3
6,13881,13,3
6,12418,13,4
6,16570,24,5
6,17714,24,4
6,14752,23,3
6,11538,17,4
6,16207,16,3
6,18172,16,3
6,19122,24,0
6,22935,24,0
6,19831,26,2
6,12594,16,-2
6,17882,14,-2
6,16575,14,-2
6,21169,19,-6
6,24600,19,-6
6,20880,19,-7
6,11697,13,-2
6,17347,14,-0
6,15489,13,-2
6,20634,21,2
6,23447,21,2
6,19727,20,1
6,9041,16,2
6,12363,15,1
6,12206,14,2
6,18886,21,-0
6,21449,22,1
6,23226,21,1
6,9840,21,3
6,14543,21,2
6,13128,20,2
6,17001,24,-3
6,18493,24,-2
6,18904,24,0
6,11145,19,-2
6,15889,18,-3
6,14957,18,-2
6,18537,24,0
6,20627,25,1
6,17860,25,1
6,11323,18,-1
6,16376,18,0
6,15716,18,0
6,18897,18,-7
6,22651,18,-7
6,19402,21,-4
6,11112,16,-2
6,15855,16,-2
6,15713,16,-2
6,19017,23,5
6,21869,24,6
6,19548,24,4
6,8669,21,4
6,12756,19,3
6,12910,19,3
6,15672,18,-4
6,17938,18,-6
6,18501,18,-7
6,9859,18,-1
6,14878,18,-2
6,14338,18,-1
6,16014,25,-1
6,18808,25,-2
6,15523,24,-1
6,10470,17,-2
6,15540,17,-1
6,15075,17,-1
6,17332,21,-4
6,19621,21,-4
6,18413,22,-2
6,12235,17,0
6,17646,16,-1
6,17678,16,-1
6,18171,19,-2
6,20597,19,-2
6,18968,21,-2
6,8305,19,2
6,12516,18,3
6,12599,19,3
6,17366,20,1
6,19951,21,1
6,20325,20,-1
6,9029,21,-1
6,13486,21,-1
6,13591,22,0
6,15998,24,-2
6,17491,26,1
6,14765,24,-3
6,9786,19,-2
6,15133,19,-2
6,15662,19,-2
6,16834,23,-1
6,19587,24,-2
6,17357,24,-0
6,9095,19,0
6,13018,19,0
6,14304,19,0
6,16346,26,3
6,19145,27,3
6,17797,26,2
6,9082,19,-0
6,13691,18,-1
6,14000,19,-0
6,14308,27,1
6,17115,27,0
6,17250,27,1
6,7259,22,3
6,10580,21,3
6,11086,21,2
6,15503,28,2
6,16485,27,0
6,15923,28,1
7,3863,23,1
7,5709,23,2
7,6607,23,1
7,10683,30,2
7,7207,23,-0
7,11185,23,-0
7,11282,22,-1
7,7905,26,3
7,12749,26,3
7,12511,26,3
7,14604,30,-2
7,6867,24,-2
7,10177,24,-2
7,10580,24,-1
7,15366,30,-1
7,17452,30,-1
7,17756,29,-1
7,8520,22,-3
7,14227,22,-3
7,13290,22,-3
7,14021,26,-2
7,15376,27,1
7,13638,27,2
7,9593,21,-1
7,14863,21,-1
7,14144,21,-2
7,10539,25,4
7,15977,25,4
7,15725,24,4
7,10183,26,1
7,15809,25,0
7,15656,25,1
7,21965,30,-2
7,20062,29,-2
7,9670,24,-2
7,13834,24,-1
7,12004,23,-2
7,17983,28,-3
7,21211,28,-2
7,19661,28,-1
7,9076,24,-2
7,13438,24,-2
7,13015,23,-2
7,10329,25,1
7,15944,25,1
7,15787,24,1
7,16891,23,-8
7,19599,24,-7
7,16686,24,-6
7,10509,23,-2
7,16360,23,-2
7,16315,23,-2
7,17851,24,2
7,20059,24,0
7,18907,26,1
7,10189,23,0
7,15787,23,0
7,15597,23,0
7,17787,30,6
7,20283,28,4
7,18486,27,2
7,8165,24,1
7,13380,24,1
7,12350,24,1
7,16970,28,-2
7,18808,29,1
7,19328,28,1
7,8383,24,3
7,12790,24,3
7,12114,24,3
7,14688,29,0
7,15944,29,0
7,13890,28,0
7,10131,24,0
7,15011,24,0
7,14839,23,-1
7,19944,29,0
7,19125,27,-3
7,15816,22,-7
7,10392,21,-3
7,14925,20,-4
7,14947,20,-3
7,16298,30,1
7,18993,30,3
7,18106,30,8
7,10062,24,3
7,15245,24,4
7,15503,25,5
7,7922,24,0
7,11382,24,0
7,11959,24,-1
7,7754,19,-1
7,11940,19,-1
7,11299,19,-0
7,13608,27,3
7,14711,28,3
7,12771,29,4
8,8889,21,1
8,13892,20,1
8,13251,21,2
8,16082,27,-0
8,17300,26,-2
8,14809,26,-3
8,9138,18,-2
8,14028,18,-2
8,13662,18,-3
8,15881,26,-1
8,17776,27,1
8,16091,27,1
8,8945,20,2
8,13755,19,1
8,13286,19,2
8,15839,26,0
8,18008,26,-1
8,16307,24,-2
8,7114,22,2
8,10339,22,2
8,10457,22,2
8,14877,23,-3
8,16569,24,-2
8,16838,24,-0
8,9770,23,-0
8,12645,22,0
8,11821,21,0
8,13123,26,-4
8,13667,27,-4
8,12007,26,-3
8,8726,22,-1
8,13673,22,0
8,13654,22,2
8,15017,26,0
8,16423,26,-1
8,14444,25,-1
8,9093,22,0
8,13794,22,-0
8,13102,21,-1
8,16323,29,3
8,17963,30,4
8,16285,29,4
8,8902,23,2
8,13865,23,2
8,13524,23,2
8,20798,24,-5
8,19815,24,-6
8,20076,22,-7
8,6987,19,-4
8,10018,19,-4
8,10260,19,-3
8,15155,29,4
8,16933,29,5
8,16929,28,6
8,7450,23,3
8,11372,23,2
8,11211,23,2
8,13011,29,-1
8,14140,29,-1
8,12042,29,-1
8,8772,22,-1
8,13633,22,-1
8,13362,21,-2
8,14895,24,-5
8,16610,25,-4
8,13914,26,-3
8,9069,22,-0
8,14036,21,-1
8,13721,21,0
8,15948,27,2
8,17411,26,1
8,15964,27,1
8,8801,23,1
8,14196,23,2
8,13335,23,2
8,16039,25,-2
8,18496,25,-1
8,16485,25,-2
8,8412,24,2
8,10079,24,2
8,10335,22,-1
8,14284,25,0
8,15872,26,1
8,16206,26,1
8,7182,23,3
8,10712,23,3
8,10217,23,3
8,12765,29,0
8,13737,29,0
8,11686,29,1
8,7881,23,-0
8,12344,22,-2
8,11768,21,-2
8,14175,25,-4
8,15633,25,-4
8,13332,25,-4
8,8053,20,-3
8,12459,19,-3
8,12327,19,-2
8,14718,27,2
8,16220,26,1
8,14581,25,0
8,7946,21,1
8,12366,22,3
8,12208,22,2
8,15573,22,-5
8,16751,21,-5
8,16162,19,-6
8,9445,21,0
8,11743,21,-1
8,10615,22,0
8,14190,24,3
8,16404,24,3
8,16471,24,4
8,7244,22,-1
8,11021,22,0
8,10598,22,1
8,12081,23,-5
8,13213,24,-4
8,11594,24,-4
8,9814,20,-2
8,15263,20,-2
8,15245,21,-1
8,14494,26,3
8,15823,26,2
8,14209,26,2
8,8176,23,3
8,13541,23,3
8,19887,23,3
8,14194,28,2
8,15475,27,1
8,14144,27,1
8,7865,19,-4
8,11741,19,-4
8,11673,19,-4
8,13648,24,-4
8,15728,24,-2
8,14733,24,-3
9,6254,17,-2
9,8608,17,-2
9,9230,17,-2
9,13556,24,-0
9,14892,24,-0
9,15125,24,0
9,10313,25,-1
9,14402,24,0
9,14148,24,1
9,12376,25,0
9,17469,25,1
9,16787,25,1
9,12650,27,2
9,17664,26,1
9,17880,27,2
9,10686,23,-4
9,14683,23,-3
9,15518,23,-3
9,22165,28,-5
9,21902,25,-8
9,10738,22,-1
9,14187,22,-1
9,13940,23,0
9,19084,27,5
9,22583,26,3
9,17328,24,0
9,11702,20,-2
9,16504,21,-2
9,15670,20,-3
9,16731,27,0
9,19988,27,1
9,18459,28,4
9,13399,23,3
9,18079,23,3
9,16854,23,3
9,18377,24,-3
9,20834,24,-3
9,19619,24,-3
9,12476,20,-3
9,16666,19,-4
9,15859,19,-4
9,17709,24,0
9,21272,24,0
9,20111,24,0
9,10079,16,-4
9,13328,16,-4
9,12734,15,-4
9,17669,19,-6
9,20093,20,-4
9,20531,20,-4
9,11238,18,2
9,14851,19,3
9,15425,19,4
9,16398,19,-5
9,18754,19,-4
9,14714,20,-3
9,11267,16,-3
9,14384,15,-4
9,12909,14,-4
9,15721,22,2
9,17425,22,2
9,16191,22,2
9,11351,16,0
9,14886,15,0
9,13690,14,0
9,15438,22,0
9,17678,22,0
9,17959,22,0
9,11246,15,-1
9,14705,15,0
9,13406,14,0
9,10487,21,-1
9,12606,22,-0
9,12890,21,-1
9,7046,16,1
9,8832,16,1
9,8191,15,1
9,10768,21,0
9,13019,21,-1
9,14563,21,-0
9,9253,18,1
9,13308,17,0
9,14768,17,0
9,17292,15,-3
9,17917,16,-3
9,16189,16,-2
9,12159,15,-3
9,17284,15,-2
9,16721,15,-2
9,18751,16,1
9,19936,16,0
9,17213,16,-1
9,11629,12,-3
9,15867,12,-3
9,14464,11,-4
9,18736,17,2
9,20745,17,2
9,19285,17,2
9,11234,13,2
9,15575,14,2
9,14652,14,3
9,23375,16,-1
9,23913,17,0
9,21067,18,1
9,11334,17,3
9,16955,16,2
9,18125,17,3
9,15888,16,0
9,19985,16,-1
9,21897,17,-1
10,9972,19,4
10,13689,18,2
10,12293,18,2
10,15323,23,-0
10,16369,25,2
10,14728,24,0
10,11113,17,-3
10,15280,17,-1
10,13846,16,-2
10,17464,27,4
10,19629,27,2
10,18107,26,2
10,11381,20,3
10,15761,19,3
10,14516,19,3
10,18500,28,1
10,20816,27,0
10,19366,26,0
10,11292,18,-2
10,15345,17,-2
10,14074,17,-2
10,19035,24,-3
10,21240,24,-3
10,19895,23,-3
10,9959,20,2
10,13079,20,3
10,12322,19,2
10,17625,21,-3
10,19770,21,-3
10,21310,22,-1
10,10783,12,2
10,15231,12,2
10,14419,12,2
10,17639,17,3
10,19487,17,2
10,17563,16,2
10,11672,14,2
10,15747,13,2
10,14700,13,1
10,18398,20,3
10,21351,20,3
10,19556,19,4
10,11521,13,-1
10,15977,12,-1
10,15132,12,-1
10,18825,20,0
10,21204,20,0
10,20838,20,1
10,9857,13,0
10,13095,13,1
10,12734,12,-0
10,18601,17,-3
10,21079,17,-3
10,22636,16,-4
10,9824,9,-2
10,13606,9,-1
10,12858,9,-2
10,16668,17,3
10,18243,16,1
10,15586,16,1
10,11489,11,2
10,16272,11,1
10,14723,11,1
10,18697,16,-2
10,21042,16,0
10,19058,16,1
10,11830,12,1
10,16217,12,2
10,15084,12,2
10,19082,16,0
10,21441,16,-1
10,19222,16,-1
10,11700,13,1
10,16157,12,-0
10,14591,11,-1
10,19531,18,2
10,22283,18,2
10,20968,17,1
10,10959,16,3
10,15315,16,4
10,17456,15,4
10,22611,17,-1
10,24825,17,-1
10,26130,17,0
10,10328,8,-3
10,13996,8,-3
10,12637,8,-3
10,15583,14,1
10,17385,15,2
10,14854,15,2
10,11449,9,1
10,15723,9,1
10,14453,9,1
10,17886,17,3
10,20104,17,2
10,17604,18,3
10,11746,13,3
10,16322,13,4
10,15021,12,3
10,19094,20,3
10,22141,22,4
10,18773,21,3
10,11819,17,4
10,15988,16,3
10,15021,16,3
10,19614,24,4
10,22873,25,3
10,21603,24,3
10,9595,18,2
10,12904,19,3
10,12630,18,2
10,18802,21,-3
10,22325,23,-2
10,23846,23,-2
10,11117,12,-3
10,14350,13,1
10,12569,13,1
10,15921,14,3
10,17714,14,3
10,16045,16,4
10,11425,9,-3
10,15129,9,-3
10,13637,8,-4
10,15936,10,-4
10,17207,11,-4
10,16105,11,-5
11,11861,8,-1
11,17157,7,-2
11,15860,6,-2
11,19375,9,-1
11,22765,8,-2
11,20236,8,-2
11,12178,3,-6
11,16749,3,-4
11,15548,2,-4
11,19959,9,0
11,24163,9,1
11,21505,9,1
11,10041,6,3
11,13358,6,3
11,12750,6,4
11,19481,12,3
11,23361,13,4
11,23851,13,4
11,10401,8,-3
11,13265,8,-3
11,12170,8,-3
11,16945,12,-5
11,18431,13,-4
